"paragraf","hovedomrode","aktivitet","hovedkonto","aar","udgift"
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Ungdomskriminalitet ","2017",1.7
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Hjemløsestrategi ","2017",15.3
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Rygeadgang og røgfrit miljø på væresteder ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Aktivitetstilbud på væresteder mv. ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Pulje til socialt udsatte grupper ","2017",33.8
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Fremme af kønsligestilling ","2017",0.8
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Forældreprogrammer m.v. ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Socialt udsatte grønlændere i Danmark ","2017",4.6
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Styrkelse af efterværnsindsatsen ","2017",2.9
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Én indgang for alle børn ","2017",5
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Nyt adoptionssystem ","2017",2
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Organisationer m.v. på børneområdet ","2017",11.6
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Udviklingsarbejde vedrørende mål ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Tilskud til socialt udsatte ","2017",2
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Det Fælles Ansvar II ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Driftsstøtte til brugerorganisationer mv. ","2017",103.2
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Overgangsordning ","2017",0
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Udviklingsinitiativer ","2017",22.6
"Social- og Indenrigsministeriet ","Integration og øvrige bistandsordninger ","Særligt udsatte grupper ","Tilskud til julehjælp ","2017",0
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Statstilskud til regionerne ","2017",91449.9
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Kommunerne ","2017",61978.4
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Særtilskud til kommunerne ","2017",3578.8
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Beskæftigelsestilskud til kommunerne ","2017",10930.4
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Tilskud medfinansiering af EU-projekter ","2017",0
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Statslån til Furesø Kommune ","2017",-82.8
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Fordeling af skattenedslag ","2017",-176.1
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Kompensation grundskyld ","2017",0
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Tilskud til færgedrift ","2017",2.1
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Forsøgsprogram om udbud udgiftsbevilling ","2017",0
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Kommunale og regionale lønningsnævn ","2017",12.8
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Det Kommunale Momsfonds kapitalbeholdning ","2017",0
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Tilskud til kommuner ","Reserver og budgetgaranti ","2017",7811.7
"Social- og Indenrigsministeriet ","Tilskud til kommuner mv. ","Refusion af kommunernes og regionernes ","Refusion af kommunernes og regionernes ","2017",24699.5
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Departementet ","2017",202.3
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Sundhedsstyrelsen ","2017",223.6
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Patientombuddet ","2017",21
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Erstatninger vedrørende lægemiddelskader ","2017",50.6
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Lægemiddelskadeerstatningsordningen, drift af ","2017",6.7
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Fællessekr. ETR og DNVK ","2017",9.3
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Medlemsbidrag t. Verdenssundhedsorganisation ","2017",19.6
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Dansk Sundhedstjeneste for Sydslesvig ","2017",28.9
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Patientrådgivere, information/uddannelse ","2017",0
"Sundheds- og Ældreministeriet ","Fællesudgifter ","Centralstyrelsen ","Reserver og budgetregulering ","2017",838.3
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Sundhedsfremme og sygdomsforebyggelse ","2017",43
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til styrket sundhedsinds. , socialt uds ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Forstærket forebyggelsesindsats for mindre re ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Forebyggelse af ludomani ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Partnerskaber til realisering af de nationale ","2017",30.5
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Styrkelse af alkoholbehandlingen ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til bekæmp. af rygning blandt udsatte ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til opsøg. tandpl. for socialt udsatte ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til børn og unge med kronisk sygdom ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Forebyg. indsats for overvægtige børn og unge ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Styrket indsats i svangreoms. f. udsat. gravi ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Hjælp til rygestop for storrygere ","2017",12.2
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","En styrket indsats for mænds sundhed ","2017",1.7
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Seksuel og reproduktiv sundhed ","2017",2.9
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Træningstilbud, svært handicap. børn og unge ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Sundhedsfremmende projekter ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til styrket kvalitet i alkoholbehandlin ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Forebyggelse af astma hos børn ","2017",5.7
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Udvidet vejledning, astmapatienter ","2017",3.7
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Tilskud til Julemærkehjem ","2017",3.5
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Tilskud til Sex & Sundhed ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til kommunale forsøgsprojekter og etabl ","2017",0.9
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Behandling med lægeordineret heroin ","2017",67.1
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Modelkommuneprojekt om unge og narko ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Forsøg med sundhedsrum ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Initiativer vedr. narkotikaområdet, hvor købe ","2017",4.2
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Oprettelse af stofindtagelsesrum, kommunerne ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Styrket indsats og forebyggelse vedrørende ha ","2017",2
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Styrket indsats mod overbelægning ","2017",100.1
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Pulje til den borgerrettede forebyggelse ","2017",0
"Sundheds- og Ældreministeriet ","Forebyggelse ","Forebyggelse ","Forskning, hormonforstyrrende stoffer og repr ","2017",0
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Uddannelse ","Videreuddannelse af medicinsk personale ","2017",76.5
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Uddannelse ","Efteruddannelse af praktiserende læger ","2017",0
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Uddannelse ","Nordiska høgskolan för folkhälsovetenskap ","2017",0
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","Statens Institut for Folkesundhed ","2017",11.9
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","Styrkelse af den kliniske kræftforskning ","2017",0
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","Analyse- og oplysningsvirksomhed ","2017",2.4
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","Lægemiddelrelaterede problemer ","2017",0
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","Forskning i almen praksis ","2017",7.9
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","Nationalt Videnscenter for Demens ","2017",7.5
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forskning, forsøg og analysevirksomhed ","IARC ","2017",5.9
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forsk. og forebyg. af smits. sygdomme m.v. ","Statens Serum Institut ","2017",83.4
"Sundheds- og Ældreministeriet ","Uddannelse og forskning ","Forsk. og forebyg. af smits. sygdomme m.v. ","Statens Serum Institut - Sundhedsdata og IT ","2017",150.9
"Sundheds- og Ældreministeriet ","Den primære sundhedstjeneste ","Sygesikring ","Sygesikring af søfarende ","2017",0
"Sundheds- og Ældreministeriet ","Den primære sundhedstjeneste ","Sygesikring ","Sygesikring i øvrigt ","2017",360.2
"Sundheds- og Ældreministeriet ","Den primære sundhedstjeneste ","Sygesikring ","International begravelseshjælp ","2017",0.1
"Sundheds- og Ældreministeriet ","Den primære sundhedstjeneste ","Apotekervæsen ","Apotekervæsenets udligningsordning, bidrag ","2017",-285.3
"Sundheds- og Ældreministeriet ","Den primære sundhedstjeneste ","Apotekervæsen ","Apotekervæsenets udligningsordning ","2017",285.3
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Tilskud til Region Hovedstaden ","2017",32.6
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Tilskud til forskningsopgaver ","2017",67.8
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til NSF-patienter ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Forgiftningsrådgivning ","2017",9.5
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","En særlig indsats for børn og unge af forældr ","2017",4.3
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Handlingsplan for psykiatri ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Udbredelse af IT-understøttelse til akuthjælp ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Lær at leve med - program for angst og depr ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til centrale initiativer i psykiatrien ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Rehabiliteringstilbud for Parkinson patienter ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Diverse tilskud ","2017",22.2
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Rehabilitering/genoptræning for udsatte patie ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til styrket indsats for unge med hjerne ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Etablering af Neurorehabiliteringscenter på G ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Transplantationsvirksomhed mv. ","2017",6.1
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til facilitering af løsninger på det pr ","2017",15.5
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pilotprojekt vedrørende socialt udrykningskør ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Specialiseret behandlingstilbud målrettet fys ","2017",4.9
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til pilotprojekter om brugerstyrede sen ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til fremme af unges mentale sundhed ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til behandling til svært overvægtige bø ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Tilskud til Danske Hospitalsklovne ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til sygehusenes varmtvandsbassiner ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Opprioritering af psykiatrien ","2017",50.8
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Børn, Unge og Sorg - webuniverser til sundhed ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","National handlingsplan for den ældre medicins ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til at fremme lighed i sundhed og sundh ","2017",5.2
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Bedre barselsomsorg med fokus på sårbare fami ","2017",10.1
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til initiativer, der er målrettet strat ","2017",5.1
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Patientsikker Kommune ","2017",5.1
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Forebyggelse af sygehuserhvervede infektioner ","2017",5.1
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Opfølgning på psykiatriudvalg ","2017",65.6
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Forskellige tilskud ","2017",1.9
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Produktivitetsfremmende omlægninger ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Børnevaccinationsprogrammet ","2017",139.4
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Forløbsprog. f. pat. m. kronisk sygdom ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pat.underv. og egenbeh. for pat. m. kron. syg ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Pulje til tilbud til familier med uhel-bredel ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Psykiatri ","2017",0
"Sundheds- og Ældreministeriet ","Sygehuse mv. ","Sygehuse ","Tilskud til private sygehuse mv. ","2017",7.8
